,cleaned_text,target
5523,pacific ring fire active matter 24 hour 3 volcano within pacific ring fire erupted,1
5524,want fire as head,0
5525,update cve201919781 exploit vulnerability without file use file http,0
5526,bfrs 627pm bfrs received call reporting house boat fire dockyard responded 6 appliance amp 14 f,1
5527,watch full video hot slap mercyeke gave brodashaggi trashcan need,0
5528,update overnight search vacant house near harley dilly residence police chief fire official,0
5529,im strong fan mike cant see evil pretend blind name minding business saying rip,0
5530,sb19 come back 3rd single alab burning available spotify deezer google play music youtube mu,0
5531,suggestion yell angry thing gaeilge get hint alternate suggestion spikeli,0
5532,generation sadness inbred fire,0
5533,astros fire aj hinch jeff luhnow run theyve texan need get firing bill obrien right n,0
5534,yummy youtube thank fire new song guy think link full vid,0
5535,good god man saw lost australia fire losing weight,0
5536,burnin fire 4 year congrats u josh ken suson sb19 josh bautista zboys pushawardsati,0
5537,fire,0
5538,astros fire gm jeff luhnow manager aj hinch sign stealing scandal,0
5539,mr president forget fire c transport uhuruaddress,0
5540,tap girlfriend shower sensitive drunkenly lurching fire ice finally starting conqu,0
5541,successful people attitude ready fire aim garyloper,0
5542,remember day jungkook performed fire mad test next day didnt enough,0
5543,fajr amp maghrib prayer muslim taimi ra narrates prophet mohammad recite follow,0
5544,1 amp 3 yes course fire,0
5545,time fire one,0
5546,u want mercy reality show youtube channel future encourage watching video youtube,0
5547,1 dogcat start peeing itcrapping pot 2 get sick cleaning dropped pine,0
5548,advice dunns road snowy valley lga fire activity easing across fireground tumbarumba area monit,0
5549,come fire going back oh yeah,0
5550,bong joonho nomination parasite feel like inception soon im going wake,0
5551,happening philippine red cross national headquarters readying vehicular asset taal rescue,0
5552,modi shah gundas set fire truck loaded plastic chair mangaluru parked ground public,1
5553,rush leave fireaffected area south coast henry left favourite toy garbage truck behind stephen,0
5554,abscbns fire truck safety department one responder fire happening gma7,0
5555,florida man get chase cop crashing brick mailbox tree catching fire stil,1
5556,fire truck outside house,0
5557,fire engine truck birthday cake cake cakedecorating,0
5558,watch fire truck future gyroscopic vehicle technology youtube,0
5559,thing dont like life fact fire truck isnt song k12,0
5560,kwara state governor mallam purchased truck kwara state fire service innoson vehicle manufacturing c,0
5561,im getting back work supportmapleleaffoods saw canadian fire truck today amazing compared crap,0
5562,jungwoo fire truck era wouldve owned shit,0
5563,kwara state governor mallam purchased truck kwara state fire service innoson vehicle manufa,0
5564,driver killed truck hit tree catch fire lincoln county wlbt,1
5565,scania lseries lowentry fire truck city rescue scaniatrucks,0
5566,taco truck sound fire rn,0
5567,hybrid concept fire truck built austrian company rosenbauer get hand touch member,0
5568,qotd feel like inception soon im going wake realize dream im still,0
5569,neighbour asked call fire truck called neighbour drive kuga talki,0
5570,soon im going wake realize dream im still middle parasite equipm,0
5571,called food truck alight canvey island esplanade early hour morning quickly ex,0
5572,like fire truck moster truck,0
5573,neighbour asked call fire truck called neighbour drive kuga,0
5574,brockton united state truck driver home nightly cdl contractor municipality contracto,0
5575,first responder dont get appreciation deserve,0
5576,honored endorsed nyc fire marshal benevolent association first responder keep u safe amp firefighter,0
5577,saturdayblogshare first responder educator autism,0
5578,relive top story 2019 gary sinise foundation program program see far donation went,0
5579,sorry loss really sorry behalf government took forever take care f,0
5580,yes oampg worker keep u safe warm people keep road cleared keep light first respond,0
5581,gofundme raise money directly new south wale rural fire service volunteer first responder b,0
5582,signifcantly elevated incidence leukemia wtc 911 first responder week exposure cant explaie,1
5583,first responder onscene possible overdose call inside tim hortons lougheed mall one patient transported,1
5584,heartbreaking habitat devastation australia grateful firefighter first responder helping via oak,1
5585,whoever decides safe play tennis smoke god know google 911 first responder see,0
5586,watchthis rescued baby wallaby named first responder celebrity contributing fire,0
5587,emily thornberry getting nominated labour leadership campaign slap face free syrian wo,0
5588,much mitch mcconnell amp senate gop dont care american mitch mcconnell amp gop senator playing game,0
5589,learn comfort kit help first responder communicate people autism,0
5590,first responder keep composure well also laugh dude putting coat onliverescue,0
5591,femagrants portlandfd afg program award grant firefighter emergencyresponse personnel,0
5592,always great see femagrants work newengland here team portlandfd celebrating thei,0
5593,joined group south asian civil human right lawyer solidarity statement indian lawyer protester fir,0
5594,god bless first responder,0
5595,premier shove petrosexuality throat constantly thing lubricates h,0
5596,nwsbirmingham take break weather waiting rain week wanted say huge thank broad,0
5597,calling first responder late sign 2020 police plunge join u next friday january 2,0
5598,severe storm sweeping across southern portion u midwest blamed saturday death l,1
5599,make mission celebrate first responder city go upcoming w,0
5600,boy vince vaughn libertarian sure like breathing clean air amp water courtesy democrat amp,0
5601,meet buddy german shepherd led firstresponders fire threatened hoomans home amp life dog,0
5602,ventura county fire department captain stan ziegler hundred first responder responded initially scene,1
5603,first responder dont get appreciation deserve,0
5604,impeach trump 11 people including 2 first responder died today,1
5605,impeach trump 11 people including 2 first responder died today,1
5606,im going job weekend event get ratchet weekend first responder weekend staying aria,0
5607,first responder pleading ppl drive unless proper tire car prepared co,0
5608,ive teamed w auction autographed yoga laptop w proceeds going 100 club san antonio hel,0
5609,didnt know first responder 911 pretty much die,0
5610,australia everyone know someone affected bushfires amp want part help,0
5611,live world teacher nurse first responder others devote helping others struggle,0
5612,miranda lambert celebrating first responder wildcard tour,0
5613,nominate first responder,0
5614,premier shove petrosexuality throat constantly thing lubr,0
5615,11 people including 2 first responder died today result severe storm south puerto rico,1
5616,whoever decides safe play tennis smoke god know google 911 first responder,0
5617,also gunfight first respo,0
5618,first responder sasem2020 offer fullday handson em course learn sign still ca,0
5619,good morning friend god bless god bless usa god bless god bless god bless,0
5620,first responder risk life every single day protect texan heart family lt eric hill,0
5621,auspol felt sick read first responder tackling bushfires advised kill baby kangaroo koala w,0
5622,mental health injury becoming prevalent emergency service member immune thiswhile,0
5623,game race time serious business,0
5624,rising steel price bangladesh fan flame hot demo market shiprecycling,0
5625,rumored flame music video soonwe know wat soon mean wen bout zayn meanwhile vote,0
5626,one let u rise renewed effort reach 11 boy dream dream let u give fight wit,0
5627,know trying fan,0
5628,burning flame unbridled passion wait passionate flame unbridled burning,0
5629,barely see tram behind u collins st fortunate enough nowhere close flame comm,0
5630,communal violence telanganas bhainsa stone pelting vehicle set fire medium reported 18 house set fire,1
5631,fake intelligence broadcast fox news may played role downing ukrainian commercial airliner,0
5632,thank amazon would love see theedgeofdemocrac,0
5633,heart break hurt ever swallowed oshithima oshipy show flame chest,0
5634,flame mv coming soon zayn love u via underwondercontent trampoline bestremix iheartawards,0
